reading_id,sensor_id,date_id,temperature,humidity,anomaly_flag,data_quality_score,ingestion_time
16009,2,20251002,23.48,44.89,Normal,100,2025-10-27 04:30:00.560
16010,3,20251002,25.04,48.55,Normal,100,2025-10-27 04:30:00.560
16011,4,20251002,22.48,54.07,Normal,100,2025-10-27 04:30:00.560
16012,2,20251002,28.34,43.75,Normal,100,2025-10-27 04:30:00.560
16013,5,20251002,27.0,55.1,Normal,100,2025-10-27 04:30:00.560
16014,1,20251002,29.27,58.36,Normal,100,2025-10-27 04:30:00.560
16015,1,20251002,30.92,49.74,Normal,100,2025-10-27 04:30:00.560
16016,5,20251002,33.48,41.88,Normal,100,2025-10-27 04:30:00.560
16017,2,20251002,32.99,40.38,Normal,100,2025-10-27 04:30:00.560
16018,5,20251002,32.39,36.93,Normal,100,2025-10-27 04:30:00.560
16019,1,20251002,21.46,38.6,Normal,100,2025-10-27 04:30:00.560
16020,5,20251002,20.78,37.56,Normal,100,2025-10-27 04:30:00.560
16021,4,20251002,22.98,54.2,Normal,100,2025-10-27 04:30:00.560
16022,1,20251002,21.99,50.17,Normal,100,2025-10-27 04:30:00.560
16023,1,20251002,25.7,51.9,Normal,100,2025-10-27 04:30:00.560
16024,2,20251002,31.68,54.66,Normal,100,2025-10-27 04:30:00.560
16025,4,20251002,25.43,48.71,Normal,100,2025-10-27 04:30:00.560
16026,5,20251002,23.5,38.75,Normal,100,2025-10-27 04:30:00.560
16027,5,20251002,20.97,39.67,Normal,100,2025-10-27 04:30:00.560
16028,1,20251002,32.75,32.57,Normal,100,2025-10-27 04:30:00.560
16029,5,20251002,22.79,33.84,Normal,100,2025-10-27 04:30:00.560
16030,5,20251002,33.04,41.89,Normal,100,2025-10-27 04:30:00.560
16031,4,20251002,33.52,47.27,Normal,100,2025-10-27 04:30:00.560
16032,5,20251002,25.98,44.15,Normal,100,2025-10-27 04:30:00.560
16033,3,20251002,26.65,52.85,Normal,100,2025-10-27 04:30:00.560
16034,1,20251002,30.75,41.79,Normal,100,2025-10-27 04:30:00.560
16035,3,20251002,20.4,36.14,Normal,100,2025-10-27 04:30:00.560
16036,3,20251002,24.13,54.84,Normal,100,2025-10-27 04:30:00.560
16037,2,20251002,26.17,41.28,Normal,100,2025-10-27 04:30:00.560
16038,4,20251002,27.89,42.58,Normal,100,2025-10-27 04:30:00.560
16039,1,20251002,24.6,51.98,Normal,100,2025-10-27 04:30:00.560
16040,3,20251002,23.4,40.28,Normal,100,2025-10-27 04:30:00.560
16041,4,20251002,27.08,57.03,Normal,100,2025-10-27 04:30:00.560
16042,3,20251002,32.21,49.56,Normal,100,2025-10-27 04:30:00.560
16043,5,20251002,24.45,32.3,Normal,100,2025-10-27 04:30:00.560
16044,5,20251002,30.51,44.07,Normal,100,2025-10-27 04:30:00.560
16045,5,20251002,28.19,54.49,Normal,100,2025-10-27 04:30:00.560
16046,1,20251002,24.19,35.86,Normal,100,2025-10-27 04:30:00.560
16047,1,20251002,33.32,54.5,Normal,100,2025-10-27 04:30:00.560
16048,5,20251002,34.0,34.25,Normal,100,2025-10-27 04:30:00.560
16049,1,20251002,34.61,58.64,Normal,100,2025-10-27 04:30:00.560
16050,1,20251002,28.86,40.01,Normal,100,2025-10-27 04:30:00.560
16051,5,20251002,29.72,33.51,Normal,100,2025-10-27 04:30:00.560
16052,5,20251002,33.09,55.71,Normal,100,2025-10-27 04:30:00.560
16053,4,20251002,32.93,30.59,Normal,100,2025-10-27 04:30:00.560
16054,4,20251002,32.64,32.62,Normal,100,2025-10-27 04:30:00.560
16055,3,20251002,27.09,33.59,Normal,100,2025-10-27 04:30:00.560
16056,3,20251002,26.19,42.96,Normal,100,2025-10-27 04:30:00.560
16057,3,20251002,29.92,49.95,Normal,100,2025-10-27 04:30:00.560
16058,3,20251002,24.95,58.13,Normal,100,2025-10-27 04:30:00.560
16059,3,20251002,27.57,40.1,Normal,100,2025-10-27 04:30:00.560
16060,3,20251002,26.65,44.74,Normal,100,2025-10-27 04:30:00.560
16061,4,20251002,33.8,46.19,Normal,100,2025-10-27 04:30:00.560
16062,4,20251002,22.38,40.67,Normal,100,2025-10-27 04:30:00.560
16063,3,20251002,33.93,56.77,Normal,100,2025-10-27 04:30:00.560
16064,2,20251002,27.93,58.76,Normal,100,2025-10-27 04:30:00.560
16065,1,20251002,27.02,44.53,Normal,100,2025-10-27 04:30:00.560
16066,1,20251002,27.67,30.1,Normal,100,2025-10-27 04:30:00.560
16067,1,20251002,24.85,47.01,Normal,100,2025-10-27 04:30:00.560
16068,3,20251002,34.84,36.2,Normal,100,2025-10-27 04:30:00.560
16069,2,20251002,27.84,37.9,Normal,100,2025-10-27 04:30:00.560
16070,4,20251002,25.3,35.55,Normal,100,2025-10-27 04:30:00.560
16071,1,20251002,33.69,55.63,Normal,100,2025-10-27 04:30:00.560
16072,4,20251002,28.25,32.1,Normal,100,2025-10-27 04:30:00.560
16073,5,20251002,34.01,30.5,Normal,100,2025-10-27 04:30:00.560
16074,4,20251002,25.13,36.84,Normal,100,2025-10-27 04:30:00.560
16075,5,20251002,27.23,46.19,Normal,100,2025-10-27 04:30:00.560
16076,4,20251002,21.59,59.6,Normal,100,2025-10-27 04:30:00.560
16077,3,20251002,25.74,35.2,Normal,100,2025-10-27 04:30:00.560
16078,5,20251002,26.19,42.02,Normal,100,2025-10-27 04:30:00.560
16079,3,20251002,21.3,59.39,Normal,100,2025-10-27 04:30:00.560
16080,1,20251002,29.51,41.91,Normal,100,2025-10-27 04:30:00.560
16081,2,20251002,31.11,41.68,Normal,100,2025-10-27 04:30:00.560
16082,5,20251002,28.84,30.58,Normal,100,2025-10-27 04:30:00.560
16083,2,20251002,23.15,49.29,Normal,100,2025-10-27 04:30:00.560
16084,2,20251002,28.08,52.09,Normal,100,2025-10-27 04:30:00.560
16085,2,20251002,34.26,35.21,Normal,100,2025-10-27 04:30:00.560
16086,5,20251002,31.45,46.33,Normal,100,2025-10-27 04:30:00.560
16087,2,20251002,25.78,58.53,Normal,100,2025-10-27 04:30:00.560
16088,1,20251002,31.62,38.56,Normal,100,2025-10-27 04:30:00.560
16089,4,20251002,27.88,40.8,Normal,100,2025-10-27 04:30:00.560
16090,2,20251002,27.31,54.77,Normal,100,2025-10-27 04:30:00.560
16091,3,20251002,26.61,47.75,Normal,100,2025-10-27 04:30:00.560
16092,5,20251002,27.72,48.21,Normal,100,2025-10-27 04:30:00.560
16093,1,20251002,22.08,47.31,Normal,100,2025-10-27 04:30:00.560
16094,2,20251002,26.87,30.27,Normal,100,2025-10-27 04:30:00.560
16095,5,20251002,27.46,59.36,Normal,100,2025-10-27 04:30:00.560
16096,5,20251002,24.63,50.37,Normal,100,2025-10-27 04:30:00.560
16097,2,20251002,25.71,42.31,Normal,100,2025-10-27 04:30:00.560
16098,2,20251002,32.29,52.79,Normal,100,2025-10-27 04:30:00.560
16099,5,20251002,34.33,31.83,Normal,100,2025-10-27 04:30:00.560
16100,2,20251002,33.05,45.15,Normal,100,2025-10-27 04:30:00.560
16101,1,20251002,21.99,41.03,Normal,100,2025-10-27 04:30:00.560
16102,4,20251002,23.9,58.95,Normal,100,2025-10-27 04:30:00.560
16103,1,20251002,29.56,46.25,Normal,100,2025-10-27 04:30:00.560
16104,4,20251002,31.96,34.04,Normal,100,2025-10-27 04:30:00.560
16105,4,20251002,32.37,37.23,Normal,100,2025-10-27 04:30:00.560
16106,3,20251002,25.17,52.16,Normal,100,2025-10-27 04:30:00.560
16107,1,20251002,31.69,36.06,Normal,100,2025-10-27 04:30:00.560
16108,5,20251002,28.37,53.08,Normal,100,2025-10-27 04:30:00.560
16109,5,20251002,25.6,58.03,Normal,100,2025-10-27 04:30:00.560
16110,3,20251002,21.34,45.94,Normal,100,2025-10-27 04:30:00.560
16111,3,20251002,23.17,49.63,Normal,100,2025-10-27 04:30:00.560
16112,2,20251002,28.47,47.55,Normal,100,2025-10-27 04:30:00.560
16113,1,20251002,21.14,34.28,Normal,100,2025-10-27 04:30:00.560
16114,4,20251002,24.78,47.86,Normal,100,2025-10-27 04:30:00.560
16115,1,20251002,26.66,41.99,Normal,100,2025-10-27 04:30:00.560
16116,3,20251002,28.95,59.09,Normal,100,2025-10-27 04:30:00.560
16117,2,20251002,24.99,32.47,Normal,100,2025-10-27 04:30:00.560
16118,4,20251002,20.82,39.35,Normal,100,2025-10-27 04:30:00.560
16119,2,20251002,26.39,55.87,Normal,100,2025-10-27 04:30:00.560
16120,2,20251002,22.31,50.73,Normal,100,2025-10-27 04:30:00.560
16121,3,20251002,31.96,30.55,Normal,100,2025-10-27 04:30:00.560
16122,4,20251002,27.45,54.73,Normal,100,2025-10-27 04:30:00.560
16123,3,20251002,23.26,42.95,Normal,100,2025-10-27 04:30:00.560
16124,3,20251002,34.81,38.75,Normal,100,2025-10-27 04:30:00.560
16125,3,20251002,23.23,31.88,Normal,100,2025-10-27 04:30:00.560
16126,5,20251002,31.31,46.46,Normal,100,2025-10-27 04:30:00.560
16127,1,20251002,30.34,39.98,Normal,100,2025-10-27 04:30:00.560
16128,4,20251002,32.1,30.15,Normal,100,2025-10-27 04:30:00.560
16129,2,20251002,33.37,38.27,Normal,100,2025-10-27 04:30:00.560
16130,5,20251002,26.63,46.58,Normal,100,2025-10-27 04:30:00.560
16131,1,20251002,23.19,43.88,Normal,100,2025-10-27 04:30:00.560
16132,4,20251002,29.86,51.07,Normal,100,2025-10-27 04:30:00.560
16133,4,20251002,26.5,33.07,Normal,100,2025-10-27 04:30:00.560
16134,5,20251002,34.24,39.99,Normal,100,2025-10-27 04:30:00.560
16135,5,20251002,25.98,37.12,Normal,100,2025-10-27 04:30:00.560
16136,5,20251002,22.64,38.3,Normal,100,2025-10-27 04:30:00.560
16137,4,20251002,34.45,45.61,Normal,100,2025-10-27 04:30:00.560
16138,3,20251002,22.32,34.43,Normal,100,2025-10-27 04:30:00.560
16139,4,20251002,21.49,41.06,Normal,100,2025-10-27 04:30:00.560
16140,5,20251002,21.99,50.85,Normal,100,2025-10-27 04:30:00.560
16141,3,20251002,31.74,31.36,Normal,100,2025-10-27 04:30:00.560
16142,2,20251002,23.17,59.67,Normal,100,2025-10-27 04:30:00.560
16143,4,20251002,32.08,43.54,Normal,100,2025-10-27 04:30:00.560
16144,3,20251002,20.09,54.87,Normal,100,2025-10-27 04:30:00.560
16145,4,20251002,33.95,50.43,Normal,100,2025-10-27 04:30:00.560
16146,2,20251002,21.9,54.5,Normal,100,2025-10-27 04:30:00.560
16147,3,20251002,32.37,52.61,Normal,100,2025-10-27 04:30:00.560
16148,1,20251002,33.59,58.67,Normal,100,2025-10-27 04:30:00.560
16149,5,20251002,22.71,33.78,Normal,100,2025-10-27 04:30:00.560
16150,3,20251002,26.08,37.42,Normal,100,2025-10-27 04:30:00.560
16151,1,20251002,29.95,40.23,Normal,100,2025-10-27 04:30:00.560
16152,3,20251002,29.63,35.53,Normal,100,2025-10-27 04:30:00.560
16153,1,20251002,30.65,37.48,Normal,100,2025-10-27 04:30:00.560
16154,2,20251002,25.26,46.32,Normal,100,2025-10-27 04:30:00.560
16155,5,20251002,32.12,50.9,Normal,100,2025-10-27 04:30:00.560
16156,4,20251002,26.45,31.97,Normal,100,2025-10-27 04:30:00.560
16157,2,20251002,25.78,53.18,Normal,100,2025-10-27 04:30:00.560
16158,3,20251002,26.92,48.86,Normal,100,2025-10-27 04:30:00.560
16159,2,20251002,30.14,50.62,Normal,100,2025-10-27 04:30:00.560
16160,4,20251002,25.0,34.67,Normal,100,2025-10-27 04:30:00.560
16161,2,20251002,26.68,34.88,Normal,100,2025-10-27 04:30:00.560
16162,1,20251002,25.18,41.93,Normal,100,2025-10-27 04:30:00.560
16163,4,20251002,25.03,50.0,Normal,100,2025-10-27 04:30:00.560
16164,3,20251002,30.15,54.9,Normal,100,2025-10-27 04:30:00.560
16165,5,20251002,20.96,45.94,Normal,100,2025-10-27 04:30:00.560
16166,4,20251002,21.26,35.63,Normal,100,2025-10-27 04:30:00.560
16167,2,20251002,33.71,43.77,Normal,100,2025-10-27 04:30:00.560
16168,5,20251002,33.89,41.38,Normal,100,2025-10-27 04:30:00.560
16169,4,20251002,20.28,33.96,Normal,100,2025-10-27 04:30:00.560
16170,5,20251002,20.79,48.91,Normal,100,2025-10-27 04:30:00.560
16171,1,20251002,33.26,51.93,Normal,100,2025-10-27 04:30:00.560
16172,3,20251002,31.79,34.2,Normal,100,2025-10-27 04:30:00.560
16173,2,20251002,26.52,38.99,Normal,100,2025-10-27 04:30:00.560
16174,2,20251002,24.96,39.14,Normal,100,2025-10-27 04:30:00.560
16175,4,20251002,28.22,53.28,Normal,100,2025-10-27 04:30:00.560
16176,5,20251002,25.88,34.29,Normal,100,2025-10-27 04:30:00.560
16177,3,20251002,34.72,38.35,Normal,100,2025-10-27 04:30:00.560
16178,4,20251002,26.16,37.69,Normal,100,2025-10-27 04:30:00.560
16179,3,20251002,27.58,44.6,Normal,100,2025-10-27 04:30:00.560
16180,1,20251002,27.28,58.12,Normal,100,2025-10-27 04:30:00.560
16181,1,20251002,20.14,41.85,Normal,100,2025-10-27 04:30:00.560
16182,1,20251002,24.25,31.57,Normal,100,2025-10-27 04:30:00.560
16183,1,20251002,32.28,40.5,Normal,100,2025-10-27 04:30:00.560
16184,1,20251002,27.38,37.51,Normal,100,2025-10-27 04:30:00.560
16185,1,20251002,24.04,46.09,Normal,100,2025-10-27 04:30:00.560
16186,4,20251002,32.57,45.82,Normal,100,2025-10-27 04:30:00.560
16187,1,20251002,32.47,47.19,Normal,100,2025-10-27 04:30:00.560
16188,1,20251002,33.98,34.36,Normal,100,2025-10-27 04:30:00.560
16189,1,20251002,22.97,32.7,Normal,100,2025-10-27 04:30:00.560
16190,3,20251002,33.09,39.8,Normal,100,2025-10-27 04:30:00.560
16191,4,20251002,26.87,59.59,Normal,100,2025-10-27 04:30:00.560
16192,1,20251002,28.56,34.36,Normal,100,2025-10-27 04:30:00.560
16193,4,20251002,20.7,50.22,Normal,100,2025-10-27 04:30:00.560
16194,1,20251002,22.94,37.91,Normal,100,2025-10-27 04:30:00.560
16195,3,20251002,29.75,50.01,Normal,100,2025-10-27 04:30:00.560
16196,1,20251002,33.06,52.38,Normal,100,2025-10-27 04:30:00.560
16197,4,20251002,31.31,35.1,Normal,100,2025-10-27 04:30:00.560
16198,4,20251002,30.83,31.86,Normal,100,2025-10-27 04:30:00.560
16199,3,20251002,30.25,36.47,Normal,100,2025-10-27 04:30:00.560
16200,1,20251002,30.61,46.17,Normal,100,2025-10-27 04:30:00.560
16201,4,20251002,30.73,48.65,Normal,100,2025-10-27 04:30:00.560
16202,3,20251002,27.52,55.46,Normal,100,2025-10-27 04:30:00.560
16203,2,20251002,24.21,52.28,Normal,100,2025-10-27 04:30:00.560
16204,1,20251002,32.19,50.25,Normal,100,2025-10-27 04:30:00.560
16205,1,20251002,30.73,47.81,Normal,100,2025-10-27 04:30:00.560
16206,4,20251002,32.54,36.55,Normal,100,2025-10-27 04:30:00.560
16207,4,20251002,32.88,51.29,Normal,100,2025-10-27 04:30:00.560
16208,2,20251002,21.84,31.4,Normal,100,2025-10-27 04:30:00.560
16209,1,20251002,26.97,49.51,Normal,100,2025-10-27 04:30:00.560
16210,4,20251002,21.13,43.89,Normal,100,2025-10-27 04:30:00.560
16211,4,20251002,34.97,31.55,Normal,100,2025-10-27 04:30:00.560
16212,4,20251002,30.65,45.59,Normal,100,2025-10-27 04:30:00.560
16213,4,20251002,20.51,38.53,Normal,100,2025-10-27 04:30:00.560
16214,2,20251002,30.44,52.0,Normal,100,2025-10-27 04:30:00.560
16215,2,20251002,28.93,50.36,Normal,100,2025-10-27 04:30:00.560
16216,4,20251002,20.56,49.06,Normal,100,2025-10-27 04:30:00.560
16217,4,20251002,33.84,34.47,Normal,100,2025-10-27 04:30:00.560
16218,2,20251002,23.72,41.74,Normal,100,2025-10-27 04:30:00.560
16219,2,20251002,28.3,50.61,Normal,100,2025-10-27 04:30:00.560
16220,4,20251002,29.49,34.07,Normal,100,2025-10-27 04:30:00.560
16221,2,20251002,24.88,37.93,Normal,100,2025-10-27 04:30:00.560
16222,4,20251002,26.09,51.56,Normal,100,2025-10-27 04:30:00.560
16223,5,20251002,25.28,50.39,Normal,100,2025-10-27 04:30:00.560
16224,1,20251002,31.09,52.33,Normal,100,2025-10-27 04:30:00.560
16225,3,20251002,27.55,45.33,Normal,100,2025-10-27 04:30:00.560
16226,5,20251002,25.92,42.69,Normal,100,2025-10-27 04:30:00.560
16227,3,20251002,30.83,53.08,Normal,100,2025-10-27 04:30:00.560
16228,2,20251002,25.87,56.35,Normal,100,2025-10-27 04:30:00.560
16229,5,20251002,32.27,58.05,Normal,100,2025-10-27 04:30:00.560
16230,1,20251002,24.23,53.1,Normal,100,2025-10-27 04:30:00.560
16231,4,20251002,24.15,46.76,Normal,100,2025-10-27 04:30:00.560
16232,2,20251002,34.01,34.86,Normal,100,2025-10-27 04:30:00.560
16233,5,20251002,29.91,36.58,Normal,100,2025-10-27 04:30:00.560
16234,3,20251002,27.54,57.33,Normal,100,2025-10-27 04:30:00.560
16235,5,20251002,26.17,47.55,Normal,100,2025-10-27 04:30:00.560
16236,4,20251002,26.0,52.9,Normal,100,2025-10-27 04:30:00.560
16237,4,20251002,32.33,34.57,Normal,100,2025-10-27 04:30:00.560
16238,4,20251002,21.09,36.79,Normal,100,2025-10-27 04:30:00.560
16239,2,20251002,28.8,40.63,Normal,100,2025-10-27 04:30:00.560
16240,3,20251002,22.47,40.72,Normal,100,2025-10-27 04:30:00.560
16241,2,20251002,32.93,47.66,Normal,100,2025-10-27 04:30:00.560
16242,3,20251002,24.8,31.68,Normal,100,2025-10-27 04:30:00.560
16243,5,20251002,20.32,32.37,Normal,100,2025-10-27 04:30:00.560
16244,2,20251002,21.71,49.94,Normal,100,2025-10-27 04:30:00.560
16245,5,20251002,34.59,30.67,Normal,100,2025-10-27 04:30:00.560
16246,2,20251002,33.39,32.56,Normal,100,2025-10-27 04:30:00.560
16247,4,20251002,32.11,36.08,Normal,100,2025-10-27 04:30:00.560
16248,5,20251002,27.69,30.22,Normal,100,2025-10-27 04:30:00.560
16249,3,20251002,34.39,30.1,Normal,100,2025-10-27 04:30:00.560
16250,2,20251002,33.39,54.6,Normal,100,2025-10-27 04:30:00.560
16251,3,20251002,30.04,53.34,Normal,100,2025-10-27 04:30:00.560
16252,3,20251002,25.91,37.24,Normal,100,2025-10-27 04:30:00.560
16253,1,20251002,20.87,32.64,Normal,100,2025-10-27 04:30:00.560
16254,4,20251002,32.1,49.81,Normal,100,2025-10-27 04:30:00.560
16255,2,20251002,29.58,36.33,Normal,100,2025-10-27 04:30:00.560
16256,5,20251002,22.09,49.47,Normal,100,2025-10-27 04:30:00.560
16257,5,20251002,25.86,44.21,Normal,100,2025-10-27 04:30:00.560
16258,4,20251002,26.55,35.29,Normal,100,2025-10-27 04:30:00.560
16259,5,20251002,20.1,55.96,Normal,100,2025-10-27 04:30:00.560
16260,4,20251002,20.49,57.44,Normal,100,2025-10-27 04:30:00.560
16261,2,20251002,29.51,43.02,Normal,100,2025-10-27 04:30:00.560
16262,3,20251002,23.87,36.68,Normal,100,2025-10-27 04:30:00.560
16263,4,20251002,21.94,44.82,Normal,100,2025-10-27 04:30:00.560
16264,5,20251002,22.43,51.08,Normal,100,2025-10-27 04:30:00.560
16265,5,20251002,21.5,44.4,Normal,100,2025-10-27 04:30:00.560
16266,4,20251002,23.0,48.53,Normal,100,2025-10-27 04:30:00.560
16267,4,20251002,26.94,50.29,Normal,100,2025-10-27 04:30:00.560
16268,1,20251002,27.58,59.04,Normal,100,2025-10-27 04:30:00.560
16269,5,20251002,22.32,36.43,Normal,100,2025-10-27 04:30:00.560
16270,2,20251002,26.04,48.38,Normal,100,2025-10-27 04:30:00.560
16271,1,20251002,29.39,37.03,Normal,100,2025-10-27 04:30:00.560
16272,1,20251002,23.35,33.68,Normal,100,2025-10-27 04:30:00.560
16273,4,20251002,31.74,44.34,Normal,100,2025-10-27 04:30:00.560
16274,5,20251002,20.59,45.33,Normal,100,2025-10-27 04:30:00.560
16275,5,20251002,31.96,41.86,Normal,100,2025-10-27 04:30:00.560
16276,4,20251002,25.27,55.04,Normal,100,2025-10-27 04:30:00.560
16277,1,20251002,23.02,47.29,Normal,100,2025-10-27 04:30:00.560
16278,5,20251002,30.77,43.45,Normal,100,2025-10-27 04:30:00.560
16279,4,20251002,31.71,41.02,Normal,100,2025-10-27 04:30:00.560
16280,1,20251002,31.12,41.91,Normal,100,2025-10-27 04:30:00.560
16281,3,20251002,34.4,41.25,Normal,100,2025-10-27 04:30:00.560
16282,2,20251002,30.06,56.1,Normal,100,2025-10-27 04:30:00.560
16283,5,20251002,21.51,40.53,Normal,100,2025-10-27 04:30:00.560
16284,2,20251002,23.67,49.3,Normal,100,2025-10-27 04:30:00.560
16285,4,20251002,34.52,58.57,Normal,100,2025-10-27 04:30:00.560
16286,2,20251002,28.27,44.5,Normal,100,2025-10-27 04:30:00.560
16287,3,20251002,24.03,31.35,Normal,100,2025-10-27 04:30:00.560
16288,5,20251002,21.87,51.83,Normal,100,2025-10-27 04:30:00.560
16289,5,20251002,21.97,57.96,Normal,100,2025-10-27 04:30:00.560
16290,5,20251002,22.96,33.06,Normal,100,2025-10-27 04:30:00.560
16291,1,20251002,31.06,37.04,Normal,100,2025-10-27 04:30:00.560
16292,4,20251002,32.6,33.87,Normal,100,2025-10-27 04:30:00.560
16293,2,20251002,21.81,56.67,Normal,100,2025-10-27 04:30:00.560
16294,4,20251002,29.4,39.62,Normal,100,2025-10-27 04:30:00.560
16295,5,20251002,27.17,47.04,Normal,100,2025-10-27 04:30:00.560
16296,2,20251002,26.12,32.94,Normal,100,2025-10-27 04:30:00.560
16297,1,20251002,26.51,33.63,Normal,100,2025-10-27 04:30:00.560
16298,1,20251002,33.15,52.15,Normal,100,2025-10-27 04:30:00.560
16299,5,20251002,34.84,52.08,Normal,100,2025-10-27 04:30:00.560
16300,4,20251002,30.1,32.92,Normal,100,2025-10-27 04:30:00.560
16301,4,20251002,22.49,31.19,Normal,100,2025-10-27 04:30:00.560
16302,3,20251002,26.43,38.68,Normal,100,2025-10-27 04:30:00.560
16303,4,20251002,29.58,50.36,Normal,100,2025-10-27 04:30:00.560
16304,5,20251002,26.95,39.77,Normal,100,2025-10-27 04:30:00.560
16305,1,20251002,32.66,51.69,Normal,100,2025-10-27 04:30:00.560
16306,5,20251002,22.88,41.06,Normal,100,2025-10-27 04:30:00.560
16307,5,20251002,33.9,48.84,Normal,100,2025-10-27 04:30:00.560
16308,3,20251002,26.84,55.53,Normal,100,2025-10-27 04:30:00.560
16309,5,20251002,22.04,34.28,Normal,100,2025-10-27 04:30:00.560
16310,4,20251002,25.24,46.68,Normal,100,2025-10-27 04:30:00.560
16311,4,20251002,33.5,50.2,Normal,100,2025-10-27 04:30:00.560
16312,1,20251002,25.99,57.83,Normal,100,2025-10-27 04:30:00.560
16313,2,20251002,34.18,51.83,Normal,100,2025-10-27 04:30:00.560
16314,4,20251002,30.22,58.87,Normal,100,2025-10-27 04:30:00.560
16315,1,20251002,31.27,42.33,Normal,100,2025-10-27 04:30:00.560
16316,4,20251002,29.73,55.24,Normal,100,2025-10-27 04:30:00.560
16317,1,20251002,34.38,41.34,Normal,100,2025-10-27 04:30:00.560
16318,4,20251002,25.83,53.82,Normal,100,2025-10-27 04:30:00.560
16319,5,20251002,23.54,41.91,Normal,100,2025-10-27 04:30:00.560
16320,2,20251002,22.17,53.73,Normal,100,2025-10-27 04:30:00.560
16321,4,20251002,30.36,54.75,Normal,100,2025-10-27 04:30:00.560
16322,4,20251002,21.85,38.54,Normal,100,2025-10-27 04:30:00.560
16323,4,20251002,25.13,39.16,Normal,100,2025-10-27 04:30:00.560
16324,2,20251002,24.5,37.94,Normal,100,2025-10-27 04:30:00.560
16325,4,20251002,33.11,56.92,Normal,100,2025-10-27 04:30:00.560
16326,1,20251002,32.63,47.15,Normal,100,2025-10-27 04:30:00.560
16327,4,20251002,32.07,58.51,Normal,100,2025-10-27 04:30:00.560
16328,3,20251002,26.47,50.39,Normal,100,2025-10-27 04:30:00.560
16329,3,20251002,26.57,40.27,Normal,100,2025-10-27 04:30:00.560
16330,3,20251002,26.22,34.91,Normal,100,2025-10-27 04:30:00.560
16331,1,20251002,33.64,52.22,Normal,100,2025-10-27 04:30:00.560
16332,1,20251002,28.16,43.03,Normal,100,2025-10-27 04:30:00.560
16333,2,20251002,26.47,47.32,Normal,100,2025-10-27 04:30:00.560
16334,1,20251002,25.08,59.57,Normal,100,2025-10-27 04:30:00.560
16335,3,20251002,29.08,32.91,Normal,100,2025-10-27 04:30:00.560
16336,3,20251002,30.23,36.61,Normal,100,2025-10-27 04:30:00.560
16337,5,20251002,21.73,34.06,Normal,100,2025-10-27 04:30:00.560
16338,2,20251002,32.9,52.93,Normal,100,2025-10-27 04:30:00.560
16339,2,20251002,22.97,31.44,Normal,100,2025-10-27 04:30:00.560
16340,5,20251002,29.89,46.25,Normal,100,2025-10-27 04:30:00.560
16341,3,20251002,20.22,42.34,Normal,100,2025-10-27 04:30:00.560
16342,4,20251002,30.76,57.4,Normal,100,2025-10-27 04:30:00.560
16343,3,20251002,25.68,55.72,Normal,100,2025-10-27 04:30:00.560
16344,1,20251002,32.47,47.67,Normal,100,2025-10-27 04:30:00.560
16345,2,20251002,34.25,37.28,Normal,100,2025-10-27 04:30:00.560
16346,4,20251002,32.46,46.52,Normal,100,2025-10-27 04:30:00.560
16347,5,20251002,30.97,34.19,Normal,100,2025-10-27 04:30:00.560
16348,2,20251002,28.52,51.07,Normal,100,2025-10-27 04:30:00.560
16349,4,20251002,22.41,47.4,Normal,100,2025-10-27 04:30:00.560
16350,1,20251002,20.41,36.2,Normal,100,2025-10-27 04:30:00.560
16351,4,20251002,21.43,33.75,Normal,100,2025-10-27 04:30:00.560
16352,5,20251002,27.93,42.51,Normal,100,2025-10-27 04:30:00.560
16353,3,20251002,21.46,47.61,Normal,100,2025-10-27 04:30:00.560
16354,4,20251002,21.39,35.22,Normal,100,2025-10-27 04:30:00.560
16355,5,20251002,20.0,59.2,Normal,100,2025-10-27 04:30:00.560
16356,5,20251002,33.06,49.84,Normal,100,2025-10-27 04:30:00.560
16357,4,20251002,24.96,31.97,Normal,100,2025-10-27 04:30:00.560
16358,1,20251002,31.69,59.57,Normal,100,2025-10-27 04:30:00.560
16359,2,20251002,25.55,32.09,Normal,100,2025-10-27 04:30:00.560
16360,1,20251002,23.28,43.22,Normal,100,2025-10-27 04:30:00.560
16361,5,20251002,27.41,39.05,Normal,100,2025-10-27 04:30:00.560
16362,4,20251002,23.48,48.88,Normal,100,2025-10-27 04:30:00.560
16363,3,20251002,21.79,41.56,Normal,100,2025-10-27 04:30:00.560
16364,3,20251002,26.52,31.46,Normal,100,2025-10-27 04:30:00.560
16365,5,20251002,27.05,45.51,Normal,100,2025-10-27 04:30:00.560
16366,4,20251002,29.8,55.04,Normal,100,2025-10-27 04:30:00.560
16367,3,20251002,26.29,49.0,Normal,100,2025-10-27 04:30:00.560
16368,1,20251002,26.19,37.09,Normal,100,2025-10-27 04:30:00.560
16369,5,20251002,28.96,42.45,Normal,100,2025-10-27 04:30:00.560
16370,2,20251002,26.9,37.74,Normal,100,2025-10-27 04:30:00.560
16371,4,20251002,34.73,41.07,Normal,100,2025-10-27 04:30:00.560
16372,5,20251002,28.47,37.37,Normal,100,2025-10-27 04:30:00.560
16373,1,20251002,29.9,52.76,Normal,100,2025-10-27 04:30:00.560
16374,1,20251002,31.4,33.17,Normal,100,2025-10-27 04:30:00.560
16375,4,20251002,34.54,34.84,Normal,100,2025-10-27 04:30:00.560
