sensor_id,temperature,humidity,timestamp
4,20.33,38.26,2025-10-01 21:59:17
2,29.76,46.14,2025-10-01 21:59:22
2,20.37,53.21,2025-10-01 21:59:27
1,25.04,43.14,2025-10-01 21:59:32
5,27.81,52.36,2025-10-01 21:59:37
2,34.32,44.6,2025-10-01 21:59:42
1,28.9,36.91,2025-10-01 21:59:47
5,23.04,55.03,2025-10-01 21:59:52
4,22.04,39.13,2025-10-01 21:59:57
2,27.03,59.85,2025-10-01 22:00:02
3,28.73,49.79,2025-10-01 22:00:07
5,25.76,43.94,2025-10-01 22:00:12
4,34.96,32.96,2025-10-01 22:00:17
3,25.57,40.17,2025-10-01 22:00:22
5,34.74,55.5,2025-10-01 22:00:27
1,30.24,59.97,2025-10-01 22:00:32
3,30.89,40.3,2025-10-01 22:00:37
2,33.29,54.03,2025-10-01 22:00:42
2,20.92,50.61,2025-10-01 22:00:47
5,34.68,37.43,2025-10-01 22:00:52
5,31.44,30.11,2025-10-01 22:00:57
5,33.69,56.91,2025-10-01 22:01:02
4,24.17,56.89,2025-10-01 22:01:07
3,29.72,44.77,2025-10-01 22:01:12
4,22.49,32.91,2025-10-01 22:01:17
4,20.53,55.64,2025-10-01 22:01:22
2,30.76,38.94,2025-10-01 22:01:27
4,21.81,40.4,2025-10-01 22:01:32
4,21.32,55.74,2025-10-01 22:01:37
1,21.07,43.83,2025-10-01 22:01:42
1,33.73,33.97,2025-10-01 22:01:47
1,34.96,34.53,2025-10-01 22:01:52
2,33.45,52.46,2025-10-01 22:01:57
5,34.0,46.96,2025-10-01 22:02:02
1,23.74,37.49,2025-10-01 22:02:07
4,20.97,50.53,2025-10-01 22:02:12
2,26.79,32.39,2025-10-01 22:02:17
3,23.87,32.39,2025-10-01 22:02:22
4,22.36,57.42,2025-10-01 22:02:27
5,26.94,55.56,2025-10-01 22:02:32
5,24.9,41.14,2025-10-01 22:02:37
4,25.21,50.65,2025-10-01 22:02:42
4,23.12,32.75,2025-10-01 22:02:47
4,34.95,43.09,2025-10-01 22:02:52
1,22.66,45.09,2025-10-01 22:02:57
4,33.06,59.23,2025-10-01 22:03:02
5,28.81,36.91,2025-10-01 22:03:07
3,22.81,48.53,2025-10-01 22:03:12
2,27.46,45.34,2025-10-01 22:03:17
2,33.03,51.8,2025-10-01 22:03:22
1,31.91,57.37,2025-10-01 22:03:27
5,25.31,45.53,2025-10-01 22:03:32
3,31.53,44.68,2025-10-01 22:03:37
1,21.86,49.44,2025-10-01 22:03:42
3,28.29,32.02,2025-10-01 22:03:47
3,33.96,52.66,2025-10-01 22:03:52
1,29.08,52.49,2025-10-01 22:03:57
1,32.64,39.12,2025-10-01 22:04:02
1,26.25,57.44,2025-10-01 22:04:07
2,26.23,58.41,2025-10-01 22:04:12
5,32.57,31.05,2025-10-01 22:04:17
2,26.26,43.92,2025-10-01 22:04:22
3,20.31,53.03,2025-10-01 22:04:27
4,34.43,58.43,2025-10-01 22:04:32
2,21.77,50.15,2025-10-01 22:04:37
1,22.69,40.9,2025-10-01 22:04:42
3,23.11,45.26,2025-10-01 22:04:47
5,29.37,57.32,2025-10-01 22:04:52
1,28.36,46.81,2025-10-01 22:04:57
4,25.57,37.31,2025-10-01 22:05:02
2,33.31,56.06,2025-10-01 22:05:07
4,29.89,33.31,2025-10-01 22:05:12
3,26.58,59.72,2025-10-01 22:05:17
5,27.04,37.07,2025-10-01 22:05:22
3,34.1,33.44,2025-10-01 22:05:27
1,29.54,38.35,2025-10-01 22:05:32
2,26.36,32.01,2025-10-01 22:05:37
4,31.28,56.58,2025-10-01 22:05:42
3,29.95,40.42,2025-10-01 22:05:47
3,31.25,34.02,2025-10-01 22:05:52
4,30.21,40.81,2025-10-01 22:05:57
3,21.17,59.17,2025-10-01 22:06:02
1,30.54,49.77,2025-10-01 22:06:07
3,24.74,35.11,2025-10-01 22:06:12
4,23.86,43.44,2025-10-01 22:06:17
4,21.38,46.85,2025-10-01 22:06:22
5,30.84,59.1,2025-10-01 22:06:27
5,25.08,34.09,2025-10-01 22:06:32
4,34.11,44.65,2025-10-01 22:06:37
2,26.03,45.63,2025-10-01 22:06:42
2,33.01,41.33,2025-10-01 22:06:47
4,29.29,46.79,2025-10-01 22:06:52
5,20.25,46.19,2025-10-01 22:06:57
3,24.86,33.88,2025-10-01 22:07:03
3,28.09,39.3,2025-10-01 22:07:08
4,34.05,30.04,2025-10-01 22:07:13
3,20.23,41.38,2025-10-01 22:07:18
3,32.49,34.79,2025-10-01 22:07:23
3,21.57,31.09,2025-10-01 22:07:28
4,22.8,33.21,2025-10-01 22:07:33
4,31.27,58.38,2025-10-01 22:07:38
3,31.63,39.87,2025-10-01 22:07:43
1,33.97,53.92,2025-10-01 22:07:48
2,29.66,50.93,2025-10-01 22:07:53
4,25.02,53.0,2025-10-01 22:07:58
1,33.55,51.06,2025-10-01 22:08:03
2,29.59,31.59,2025-10-01 22:08:08
4,27.87,37.66,2025-10-01 22:08:13
4,29.97,50.96,2025-10-01 22:08:18
4,29.51,36.66,2025-10-01 22:08:23
2,27.79,48.99,2025-10-01 22:08:28
2,33.76,55.87,2025-10-01 22:08:33
3,30.67,33.23,2025-10-01 22:08:38
2,32.0,47.72,2025-10-01 22:08:43
3,20.28,52.55,2025-10-01 22:08:48
2,32.02,55.35,2025-10-01 22:08:53
2,20.83,55.55,2025-10-01 22:08:58
5,34.21,56.73,2025-10-01 22:09:03
1,21.86,47.71,2025-10-01 22:09:08
4,22.91,59.97,2025-10-01 22:09:13
1,32.99,59.11,2025-10-01 22:09:18
5,24.26,57.36,2025-10-01 22:09:23
1,31.5,59.65,2025-10-01 22:09:28
3,27.34,35.13,2025-10-01 22:09:33
3,24.71,33.16,2025-10-01 22:09:38
5,30.26,47.23,2025-10-01 22:09:43
3,28.15,53.43,2025-10-01 22:09:48
3,24.72,47.78,2025-10-01 22:09:53
3,31.13,36.14,2025-10-01 22:09:58
5,31.75,30.69,2025-10-01 22:10:03
1,30.95,42.85,2025-10-01 22:10:08
3,22.91,50.44,2025-10-01 22:10:13
5,21.23,40.81,2025-10-01 22:10:18
1,27.83,40.13,2025-10-01 22:10:23
2,31.71,46.09,2025-10-01 22:10:28
5,22.41,33.16,2025-10-01 22:10:33
5,27.4,48.26,2025-10-01 22:10:38
2,29.53,38.2,2025-10-01 22:10:43
1,30.13,37.99,2025-10-01 22:10:48
5,22.77,42.33,2025-10-01 22:10:53
2,29.4,46.86,2025-10-01 22:10:58
4,33.89,30.87,2025-10-01 22:11:03
1,34.77,40.64,2025-10-01 22:11:08
4,20.89,44.08,2025-10-01 22:11:13
4,33.5,35.16,2025-10-01 22:11:18
3,27.81,38.97,2025-10-01 22:11:23
2,23.56,38.55,2025-10-02 05:42:41
5,30.14,42.71,2025-10-02 05:42:46
3,33.98,45.62,2025-10-02 05:42:51
4,22.96,57.14,2025-10-02 05:42:56
4,34.74,54.11,2025-10-02 05:43:01
5,34.79,48.26,2025-10-02 05:43:06
1,31.12,43.64,2025-10-02 05:43:11
4,26.72,35.82,2025-10-02 05:43:16
1,31.62,56.08,2025-10-02 05:43:21
3,33.01,39.04,2025-10-02 05:43:26
5,20.46,58.21,2025-10-02 05:43:31
4,31.81,38.96,2025-10-02 05:43:36
5,24.81,52.2,2025-10-02 05:43:41
3,32.38,41.31,2025-10-02 05:43:46
3,33.27,59.43,2025-10-02 05:43:51
3,27.79,58.75,2025-10-02 05:43:56
1,20.16,42.96,2025-10-02 05:44:01
2,25.3,54.5,2025-10-02 05:44:06
4,28.09,51.24,2025-10-02 05:44:11
2,26.49,45.36,2025-10-02 05:44:16
4,23.69,42.93,2025-10-02 05:44:21
5,31.11,55.02,2025-10-02 05:44:26
1,20.05,37.59,2025-10-02 05:44:31
3,23.28,44.07,2025-10-02 05:44:36
3,34.58,50.84,2025-10-02 05:44:41
1,22.74,31.4,2025-10-02 05:44:46
5,28.66,35.07,2025-10-02 05:44:51
2,26.99,53.1,2025-10-02 05:44:56
3,24.58,42.97,2025-10-02 05:45:01
5,31.11,39.52,2025-10-02 05:45:06
1,34.83,34.87,2025-10-02 05:45:11
2,32.39,57.44,2025-10-02 05:45:16
3,31.35,58.19,2025-10-02 05:45:21
5,24.99,49.57,2025-10-02 05:45:26
2,34.91,30.12,2025-10-02 05:45:31
3,22.05,35.86,2025-10-02 05:45:36
2,29.66,54.75,2025-10-02 05:45:41
4,20.6,47.41,2025-10-02 05:45:46
5,20.66,44.57,2025-10-02 05:45:51
5,27.62,48.11,2025-10-02 05:45:56
2,20.49,45.13,2025-10-02 05:46:01
4,23.28,59.49,2025-10-02 05:46:06
4,30.03,34.89,2025-10-02 05:46:11
3,29.87,43.19,2025-10-02 05:46:16
5,24.01,36.91,2025-10-02 05:46:21
5,27.97,57.45,2025-10-02 05:46:26
2,34.18,43.83,2025-10-02 05:46:31
3,23.55,35.37,2025-10-02 05:46:36
1,32.62,46.15,2025-10-02 05:46:41
5,27.5,48.83,2025-10-02 05:46:46
3,26.9,46.94,2025-10-02 05:46:51
3,34.01,50.34,2025-10-02 05:46:56
1,28.57,52.05,2025-10-02 05:47:01
4,25.9,37.38,2025-10-02 05:47:06
4,30.26,46.19,2025-10-02 05:47:11
5,31.67,41.29,2025-10-02 05:47:16
4,32.85,36.21,2025-10-02 05:47:21
3,20.88,48.79,2025-10-02 05:47:26
1,29.56,30.33,2025-10-02 05:47:31
1,25.33,53.23,2025-10-02 05:47:36
1,21.09,59.19,2025-10-02 05:47:41
3,25.09,41.17,2025-10-02 05:47:46
3,29.62,37.1,2025-10-02 05:47:51
4,21.37,51.76,2025-10-02 05:47:56
4,25.17,40.69,2025-10-02 05:48:01
2,21.55,39.73,2025-10-02 05:48:06
1,27.29,43.57,2025-10-02 05:48:11
2,31.15,49.06,2025-10-02 05:48:16
1,32.02,34.42,2025-10-02 05:48:21
1,31.49,36.47,2025-10-02 05:48:26
3,31.33,54.88,2025-10-02 05:48:31
5,27.84,49.98,2025-10-02 05:48:36
1,29.61,56.89,2025-10-02 05:48:41
5,22.69,47.65,2025-10-02 05:48:46
5,26.62,46.48,2025-10-02 05:48:51
1,31.93,45.01,2025-10-02 05:48:56
5,24.1,50.87,2025-10-02 05:49:01
2,31.39,30.22,2025-10-02 05:49:06
3,28.92,43.43,2025-10-02 05:49:11
2,22.47,53.44,2025-10-02 05:49:16
1,31.37,58.19,2025-10-02 05:49:21
4,32.29,55.06,2025-10-02 05:49:26
2,27.05,48.04,2025-10-02 05:49:31
4,29.38,33.82,2025-10-02 05:49:36
2,24.11,34.31,2025-10-02 05:49:41
2,27.36,49.49,2025-10-02 05:49:46
5,20.28,59.19,2025-10-02 05:49:51
4,25.19,35.68,2025-10-02 05:49:56
2,32.98,57.63,2025-10-02 05:50:01
5,34.24,51.96,2025-10-02 05:50:06
5,29.06,42.9,2025-10-02 05:50:11
5,31.19,31.57,2025-10-02 05:50:16
5,27.9,33.97,2025-10-02 05:50:21
3,20.61,58.57,2025-10-02 05:50:26
4,34.83,47.86,2025-10-02 05:50:31
1,28.08,31.04,2025-10-02 05:50:36
1,34.91,45.84,2025-10-02 05:50:41
5,22.1,54.82,2025-10-02 05:50:46
1,23.16,56.45,2025-10-02 05:50:51
4,28.21,31.49,2025-10-02 05:50:56
3,28.7,40.95,2025-10-02 05:51:01
3,28.73,50.36,2025-10-02 05:51:06
2,31.47,31.68,2025-10-02 05:51:11
2,22.67,36.17,2025-10-02 05:51:16
4,23.84,56.25,2025-10-02 05:51:21
4,22.96,33.05,2025-10-02 05:51:26
2,32.57,38.81,2025-10-02 05:51:31
1,24.28,34.28,2025-10-02 05:51:36
4,29.85,53.39,2025-10-02 05:51:41
2,31.1,54.44,2025-10-02 05:51:46
4,27.32,48.18,2025-10-02 05:51:51
3,32.5,54.59,2025-10-02 05:51:56
3,34.99,52.63,2025-10-02 05:52:01
5,25.0,40.4,2025-10-02 05:52:06
1,31.93,33.6,2025-10-02 05:52:11
3,26.2,58.35,2025-10-02 05:52:16
1,31.1,39.15,2025-10-02 05:52:21
1,28.94,42.58,2025-10-02 05:52:26
5,27.0,56.81,2025-10-02 05:52:31
1,31.24,47.54,2025-10-02 05:52:36
3,22.24,41.73,2025-10-02 05:52:41
2,25.91,34.15,2025-10-02 05:52:46
4,23.72,30.85,2025-10-02 05:52:51
2,29.0,41.15,2025-10-02 05:52:56
5,32.24,48.44,2025-10-02 05:53:01
1,21.31,33.58,2025-10-02 05:53:06
3,32.06,37.06,2025-10-02 05:53:11
5,32.13,55.86,2025-10-02 05:53:16
2,27.19,39.32,2025-10-02 05:53:21
3,23.57,34.03,2025-10-02 05:53:26
4,21.3,31.16,2025-10-02 05:53:31
1,28.87,47.95,2025-10-02 05:53:36
5,27.44,36.71,2025-10-02 05:53:41
3,25.38,56.01,2025-10-02 05:53:46
1,31.26,38.87,2025-10-02 05:53:51
2,31.79,33.63,2025-10-02 05:53:56
3,20.86,38.83,2025-10-02 05:54:01
2,28.19,50.68,2025-10-02 05:54:06
4,25.81,55.82,2025-10-02 05:54:11
5,34.02,32.24,2025-10-02 05:54:16
5,34.44,47.48,2025-10-02 05:54:21
4,30.39,36.45,2025-10-02 05:54:26
4,34.91,47.66,2025-10-02 05:54:31
5,22.37,47.2,2025-10-02 05:54:36
5,27.99,51.44,2025-10-02 05:54:41
2,30.01,38.75,2025-10-02 05:54:46
2,30.95,41.09,2025-10-02 05:54:51
3,22.79,59.89,2025-10-02 05:54:56
3,25.92,35.07,2025-10-02 05:55:01
3,23.47,51.56,2025-10-02 05:55:06
2,23.62,40.02,2025-10-02 05:55:11
1,20.47,43.75,2025-10-02 05:55:16
4,20.8,48.03,2025-10-02 05:55:21
2,23.87,48.23,2025-10-02 05:55:26
3,28.32,43.76,2025-10-02 05:55:31
1,23.46,49.6,2025-10-02 05:55:36
3,23.32,47.42,2025-10-02 05:55:41
1,21.25,51.33,2025-10-02 05:55:46
4,34.61,43.41,2025-10-02 05:55:51
1,28.71,39.52,2025-10-02 05:55:56
1,21.15,38.34,2025-10-02 05:56:01
3,34.44,48.15,2025-10-02 05:56:06
2,21.15,34.76,2025-10-02 05:56:11
4,26.57,49.18,2025-10-02 05:56:16
4,23.36,37.02,2025-10-02 05:56:21
3,24.64,54.31,2025-10-02 05:56:26
5,33.02,56.39,2025-10-02 05:56:31
1,22.94,34.5,2025-10-02 05:56:36
2,20.68,30.57,2025-10-02 05:56:41
3,29.36,44.06,2025-10-02 05:56:46
1,34.04,51.63,2025-10-02 05:56:51
3,27.34,45.86,2025-10-02 05:56:56
4,22.07,38.4,2025-10-02 05:57:01
4,25.25,57.17,2025-10-02 05:57:06
5,33.61,34.22,2025-10-02 05:57:11
2,29.95,58.19,2025-10-02 05:57:16
3,30.99,43.52,2025-10-02 05:57:21
2,21.36,30.99,2025-10-02 05:57:26
2,34.5,42.59,2025-10-02 05:57:31
1,29.81,32.53,2025-10-02 05:57:36
4,27.7,38.7,2025-10-02 05:57:41
2,27.34,48.98,2025-10-02 05:57:46
5,29.29,43.05,2025-10-02 05:57:51
2,26.85,39.81,2025-10-02 05:57:56
2,34.95,40.31,2025-10-02 05:58:01
1,25.08,58.97,2025-10-02 05:58:06
2,32.92,36.49,2025-10-02 05:58:11
3,26.16,43.41,2025-10-02 05:58:16
5,24.2,54.64,2025-10-02 05:58:21
5,27.32,34.74,2025-10-02 05:58:26
2,33.67,35.48,2025-10-02 05:58:31
3,26.96,35.19,2025-10-02 05:58:36
1,32.93,57.22,2025-10-02 05:58:41
5,34.24,50.57,2025-10-02 05:58:46
3,21.15,40.88,2025-10-02 05:58:51
2,29.67,54.68,2025-10-02 05:58:56
2,31.39,51.4,2025-10-02 05:59:01
2,33.05,40.92,2025-10-02 05:59:06
3,20.92,56.1,2025-10-02 05:59:11
1,27.79,36.82,2025-10-02 05:59:16
1,33.74,50.5,2025-10-02 05:59:21
2,31.59,56.07,2025-10-02 05:59:26
4,20.14,42.73,2025-10-02 05:59:31
5,29.53,54.48,2025-10-02 05:59:36
4,25.05,35.33,2025-10-02 05:59:41
4,31.01,55.59,2025-10-02 05:59:46
3,34.85,45.38,2025-10-02 05:59:51
2,34.78,57.34,2025-10-02 05:59:56
5,20.67,43.05,2025-10-02 06:00:01
2,30.35,57.16,2025-10-02 06:00:06
1,27.57,38.3,2025-10-02 06:00:11
2,21.21,38.92,2025-10-02 06:00:16
3,21.16,45.38,2025-10-02 06:00:21
2,23.78,43.11,2025-10-02 06:00:26
1,29.41,57.53,2025-10-02 06:00:31
3,34.95,48.17,2025-10-02 06:00:36
1,26.92,31.99,2025-10-02 06:00:41
4,32.19,48.72,2025-10-02 06:00:46
4,26.11,40.64,2025-10-02 06:00:51
2,28.0,36.21,2025-10-02 06:00:56
4,33.14,53.59,2025-10-02 06:01:01
4,27.93,51.16,2025-10-02 06:01:06
4,26.92,41.11,2025-10-02 06:01:11
5,32.35,35.76,2025-10-02 06:01:16
4,33.47,50.05,2025-10-02 06:01:21
2,24.87,57.7,2025-10-02 06:01:26
2,33.41,41.54,2025-10-02 06:01:31
4,28.06,40.67,2025-10-02 06:01:36
4,29.92,47.3,2025-10-02 06:01:41
2,26.4,56.41,2025-10-02 06:01:46
3,24.79,31.68,2025-10-02 06:01:51
1,31.75,51.24,2025-10-02 06:01:56
2,32.96,46.0,2025-10-02 06:02:01
2,28.51,30.18,2025-10-02 06:02:06
3,32.76,56.96,2025-10-02 06:02:11
3,20.57,56.82,2025-10-02 06:02:16
4,20.69,42.33,2025-10-02 06:02:21
1,20.25,43.32,2025-10-02 06:02:26
1,34.47,59.07,2025-10-02 06:02:31
4,29.84,59.05,2025-10-02 06:02:36
3,24.77,57.7,2025-10-02 06:02:41
1,32.94,49.25,2025-10-02 06:02:46
1,26.37,54.33,2025-10-02 06:02:51
1,27.49,51.23,2025-10-02 06:02:56
4,21.16,41.06,2025-10-02 06:03:02
1,31.18,30.99,2025-10-02 06:03:07
4,34.13,56.98,2025-10-02 06:03:12
1,25.33,54.27,2025-10-02 06:03:17
2,24.15,40.64,2025-10-02 06:03:22
5,20.37,56.23,2025-10-02 06:03:27
5,29.55,44.62,2025-10-02 06:03:32
4,27.91,55.29,2025-10-02 06:03:37
2,21.24,56.7,2025-10-02 06:03:42
3,27.67,39.39,2025-10-02 06:03:47
2,29.44,57.85,2025-10-02 06:03:52
2,23.48,44.89,2025-10-02 06:03:57
3,25.04,48.55,2025-10-02 06:04:02
4,22.48,54.07,2025-10-02 06:04:07
2,28.34,43.75,2025-10-02 06:04:12
5,27.0,55.1,2025-10-02 06:04:17
1,29.27,58.36,2025-10-02 06:04:22
1,30.92,49.74,2025-10-02 06:04:27
5,33.48,41.88,2025-10-02 06:04:32
2,32.99,40.38,2025-10-02 06:04:37
5,32.39,36.93,2025-10-02 06:04:42
1,21.46,38.6,2025-10-02 06:04:47
5,20.78,37.56,2025-10-02 06:04:52
4,22.98,54.2,2025-10-02 06:04:57
1,21.99,50.17,2025-10-02 06:05:02
1,25.7,51.9,2025-10-02 06:05:07
2,31.68,54.66,2025-10-02 06:05:12
4,25.43,48.71,2025-10-02 06:05:17
5,23.5,38.75,2025-10-02 06:05:22
5,20.97,39.67,2025-10-02 06:05:27
1,32.75,32.57,2025-10-02 06:05:32
5,22.79,33.84,2025-10-02 06:05:37
5,33.04,41.89,2025-10-02 06:05:42
4,33.52,47.27,2025-10-02 06:05:47
5,25.98,44.15,2025-10-02 06:05:52
3,26.65,52.85,2025-10-02 06:05:57
1,30.75,41.79,2025-10-02 06:06:02
3,20.4,36.14,2025-10-02 06:06:07
3,24.13,54.84,2025-10-02 06:06:12
2,26.17,41.28,2025-10-02 06:06:17
4,27.89,42.58,2025-10-02 06:06:22
1,24.6,51.98,2025-10-02 06:06:27
3,23.4,40.28,2025-10-02 06:06:32
4,27.08,57.03,2025-10-02 06:06:37
3,32.21,49.56,2025-10-02 06:06:42
5,24.45,32.3,2025-10-02 06:06:47
5,30.51,44.07,2025-10-02 06:06:52
5,28.19,54.49,2025-10-02 06:06:57
1,24.19,35.86,2025-10-02 06:07:02
1,33.32,54.5,2025-10-02 06:07:07
5,34.0,34.25,2025-10-02 06:07:12
1,34.61,58.64,2025-10-02 06:07:17
1,28.86,40.01,2025-10-02 06:07:22
5,29.72,33.51,2025-10-02 06:07:27
5,33.09,55.71,2025-10-02 06:07:32
4,32.93,30.59,2025-10-02 06:07:37
4,32.64,32.62,2025-10-02 06:07:42
3,27.09,33.59,2025-10-02 06:07:47
3,26.19,42.96,2025-10-02 06:07:52
3,29.92,49.95,2025-10-02 06:07:57
3,24.95,58.13,2025-10-02 06:08:02
3,27.57,40.1,2025-10-02 06:08:07
3,26.65,44.74,2025-10-02 06:08:12
4,33.8,46.19,2025-10-02 06:08:17
4,22.38,40.67,2025-10-02 06:08:22
3,33.93,56.77,2025-10-02 06:08:27
2,27.93,58.76,2025-10-02 06:08:32
1,27.02,44.53,2025-10-02 06:08:37
1,27.67,30.1,2025-10-02 06:08:42
1,24.85,47.01,2025-10-02 06:08:47
3,34.84,36.2,2025-10-02 06:08:52
2,27.84,37.9,2025-10-02 06:08:57
4,25.3,35.55,2025-10-02 06:09:02
1,33.69,55.63,2025-10-02 06:09:07
4,28.25,32.1,2025-10-02 06:09:12
5,34.01,30.5,2025-10-02 06:09:17
4,25.13,36.84,2025-10-02 06:09:22
5,27.23,46.19,2025-10-02 06:09:27
4,21.59,59.6,2025-10-02 06:09:32
3,25.74,35.2,2025-10-02 06:09:37
5,26.19,42.02,2025-10-02 06:09:42
3,21.3,59.39,2025-10-02 06:09:47
1,29.51,41.91,2025-10-02 06:09:52
2,31.11,41.68,2025-10-02 06:09:57
5,28.84,30.58,2025-10-02 06:10:02
2,23.15,49.29,2025-10-02 06:10:07
2,28.08,52.09,2025-10-02 06:10:12
2,34.26,35.21,2025-10-02 06:10:17
5,31.45,46.33,2025-10-02 06:10:22
2,25.78,58.53,2025-10-02 06:10:27
1,31.62,38.56,2025-10-02 06:10:32
4,27.88,40.8,2025-10-02 06:10:37
2,27.31,54.77,2025-10-02 06:10:42
3,26.61,47.75,2025-10-02 06:10:47
5,27.72,48.21,2025-10-02 06:10:52
1,22.08,47.31,2025-10-02 06:10:57
2,26.87,30.27,2025-10-02 06:11:02
5,27.46,59.36,2025-10-02 06:11:07
5,24.63,50.37,2025-10-02 06:11:12
2,25.71,42.31,2025-10-02 06:11:17
2,32.29,52.79,2025-10-02 06:11:22
5,34.33,31.83,2025-10-02 06:11:27
2,33.05,45.15,2025-10-02 06:11:32
1,21.99,41.03,2025-10-02 06:11:37
4,23.9,58.95,2025-10-02 06:11:42
1,29.56,46.25,2025-10-02 06:11:47
4,31.96,34.04,2025-10-02 06:11:52
4,32.37,37.23,2025-10-02 06:11:57
3,25.17,52.16,2025-10-02 06:12:02
1,31.69,36.06,2025-10-02 06:12:07
5,28.37,53.08,2025-10-02 06:12:12
5,25.6,58.03,2025-10-02 06:12:17
3,21.34,45.94,2025-10-02 06:12:22
3,23.17,49.63,2025-10-02 06:12:27
2,28.47,47.55,2025-10-02 06:12:32
1,21.14,34.28,2025-10-02 06:12:37
4,24.78,47.86,2025-10-02 06:12:42
1,26.66,41.99,2025-10-02 06:12:47
3,28.95,59.09,2025-10-02 06:12:52
2,24.99,32.47,2025-10-02 06:12:57
4,20.82,39.35,2025-10-02 06:13:02
2,26.39,55.87,2025-10-02 06:13:07
2,22.31,50.73,2025-10-02 06:13:12
3,31.96,30.55,2025-10-02 06:13:17
4,27.45,54.73,2025-10-02 06:13:22
3,23.26,42.95,2025-10-02 06:13:27
3,34.81,38.75,2025-10-02 06:13:32
3,23.23,31.88,2025-10-02 06:13:37
5,31.31,46.46,2025-10-02 06:13:42
1,30.34,39.98,2025-10-02 06:13:47
4,32.1,30.15,2025-10-02 06:13:52
2,33.37,38.27,2025-10-02 06:13:57
5,26.63,46.58,2025-10-02 06:14:02
1,23.19,43.88,2025-10-02 06:14:07
4,29.86,51.07,2025-10-02 06:14:12
4,26.5,33.07,2025-10-02 06:14:17
5,34.24,39.99,2025-10-02 06:14:22
5,25.98,37.12,2025-10-02 06:14:27
5,22.64,38.3,2025-10-02 06:14:32
4,34.45,45.61,2025-10-02 06:14:37
3,22.32,34.43,2025-10-02 06:14:42
4,21.49,41.06,2025-10-02 06:14:47
5,21.99,50.85,2025-10-02 06:14:52
3,31.74,31.36,2025-10-02 06:14:57
2,23.17,59.67,2025-10-02 06:15:02
4,32.08,43.54,2025-10-02 06:15:07
3,20.09,54.87,2025-10-02 06:15:12
4,33.95,50.43,2025-10-02 06:15:17
2,21.9,54.5,2025-10-02 06:15:22
3,32.37,52.61,2025-10-02 06:15:27
1,33.59,58.67,2025-10-02 06:15:32
5,22.71,33.78,2025-10-02 06:15:37
3,26.08,37.42,2025-10-02 06:15:42
1,29.95,40.23,2025-10-02 06:15:47
3,29.63,35.53,2025-10-02 06:15:52
1,30.65,37.48,2025-10-02 06:15:57
2,25.26,46.32,2025-10-02 06:16:02
5,32.12,50.9,2025-10-02 06:16:07
4,26.45,31.97,2025-10-02 06:16:12
2,25.78,53.18,2025-10-02 06:16:17
3,26.92,48.86,2025-10-02 06:16:22
2,30.14,50.62,2025-10-02 06:16:27
4,25.0,34.67,2025-10-02 06:16:32
2,26.68,34.88,2025-10-02 06:16:37
1,25.18,41.93,2025-10-02 06:16:42
4,25.03,50.0,2025-10-02 06:16:47
3,30.15,54.9,2025-10-02 06:16:52
5,20.96,45.94,2025-10-02 06:16:57
4,21.26,35.63,2025-10-02 06:17:02
2,33.71,43.77,2025-10-02 06:17:07
5,33.89,41.38,2025-10-02 06:17:12
4,20.28,33.96,2025-10-02 06:17:17
5,20.79,48.91,2025-10-02 06:17:22
1,33.26,51.93,2025-10-02 06:17:27
3,31.79,34.2,2025-10-02 06:17:32
2,26.52,38.99,2025-10-02 06:17:37
2,24.96,39.14,2025-10-02 06:17:42
4,28.22,53.28,2025-10-02 06:17:47
5,25.88,34.29,2025-10-02 06:17:52
3,34.72,38.35,2025-10-02 06:17:57
4,26.16,37.69,2025-10-02 06:18:02
3,27.58,44.6,2025-10-02 06:18:07
1,27.28,58.12,2025-10-02 06:18:12
1,20.14,41.85,2025-10-02 06:18:17
1,24.25,31.57,2025-10-02 06:18:22
1,32.28,40.5,2025-10-02 06:18:27
1,27.38,37.51,2025-10-02 06:18:32
1,24.04,46.09,2025-10-02 06:18:37
4,32.57,45.82,2025-10-02 06:18:42
1,32.47,47.19,2025-10-02 06:18:47
1,33.98,34.36,2025-10-02 06:18:52
1,22.97,32.7,2025-10-02 06:18:57
3,33.09,39.8,2025-10-02 06:19:02
4,26.87,59.59,2025-10-02 06:19:07
1,28.56,34.36,2025-10-02 06:19:12
4,20.7,50.22,2025-10-02 06:19:17
1,22.94,37.91,2025-10-02 06:19:22
3,29.75,50.01,2025-10-02 06:19:27
1,33.06,52.38,2025-10-02 06:19:32
4,31.31,35.1,2025-10-02 06:19:37
4,30.83,31.86,2025-10-02 06:19:42
3,30.25,36.47,2025-10-02 06:19:47
1,30.61,46.17,2025-10-02 06:19:52
4,30.73,48.65,2025-10-02 06:19:57
3,27.52,55.46,2025-10-02 06:20:02
2,24.21,52.28,2025-10-02 06:20:07
1,32.19,50.25,2025-10-02 06:20:12
1,30.73,47.81,2025-10-02 06:20:17
4,32.54,36.55,2025-10-02 06:20:22
4,32.88,51.29,2025-10-02 06:20:27
2,21.84,31.4,2025-10-02 06:20:32
1,26.97,49.51,2025-10-02 06:20:37
4,21.13,43.89,2025-10-02 06:20:42
4,34.97,31.55,2025-10-02 06:20:47
4,30.65,45.59,2025-10-02 06:20:52
4,20.51,38.53,2025-10-02 06:20:57
2,30.44,52.0,2025-10-02 06:21:02
